hostname,country,status,platform,page_load(ms)
MattressFirm.com,US,,,747
ShoeMall.com,US,,Oracle Commerce,267
US-Mattress.com,US,,Yahoo! Ecommerce,339
MaxFurniture.com,US,,,844
MaxFurniture.com,US,,,844
MaxFurniture.com,US,,,844
MedalsOfAmerica.com,US,,,714
MedalsOfAmerica.com,US,,,714
menards.com,US,,,74
MicrofiberProducts.com,US,,Yahoo! Ecommerce,438
MichaelKors.com,US,,,1068
us.memebox.com,US,,,888
MichaelKors.com,US,,,1068
MidwayUSA.com,CA,,,1034
MidwayUSA.com,CA,,,1034
MidwayUSA.com,CA,,,1034
MidwayUSA.com,CA,,,1034
MidwayUSA.com,CA,,,1034
Shop.MLB.com,US,,,321
MMAWarehouse.com,CA,,,103
MMAWarehouse.com,CA,,,103
MMAWarehouse.com,CA,,,103
MMAWarehouse.com,CA,,,103
ModCloth.com,US,,,780
ModernLineFurniture.com,US,,Yahoo! Ecommerce,287
CellularOutfitter.com,US,,,1637
Modells.com,US,,,1386
CellularOutfitter.com,US,,,1637
MoMAStore.org,US,,,873
MoMAStore.org,US,,,873
Monogramonline.com,US,,Yahoo! Ecommerce,389
MonkeySports.com,US,,,1597
MoMAStore.org,US,,,873
JPCycles.com,US,,,582
JPCycles.com,US,,,582
JPCycles.com,US,,,582
JPCycles.com,US,,,582
JPCycles.com,US,,,582
MVMTWatches.com,CA,,,111
MVMTWatches.com,CA,,,111
MVMTWatches.com,CA,,,111
MVMTWatches.com,CA,,,111
MVMTWatches.com,CA,,,111
MyOTCstore.com,US,,,1563
MyOTCstore.com,US,,,1563
MyNaturalMarket.com,US,,,858
US.NakedWines.com,US,,,1113
ShopNastyGal.com,LU,,,1094
NFLShop.com,US,,,269
4-hmall.org,US,,Commerce Server,374
NationalBusinessFurniture.com,US,,,493
NationalBusinessFurniture.com,US,,,493
NFLShop.com,US,,,269
nationaltradesupply.com,US,,,203
Shop.NHL.com,US,,,536
Shop.NHL.com,US,,,536
NatureHills.com,US,,Magento,720
NaturalWellbeing.com,US,,,263
Store.NBA.com,US,,,221
Store.NBA.com,US,,,221
Bowflex.com,US,,Demandware,704
Bowflex.com,US,,Demandware,704
Puritan.com,EU,,,506
Rubbermaid.com,US,,,259
Rubbermaid.com,US,,,259
NewBalance.com,US,,Demandware,1050
NewBalance.com,US,,Demandware,1050
Newegg.com,US,,,1668
NoLimitMotorsport.com,US,,,300
Nike.com,US,,,125
Nordstrom.com,US,,,730
NineLineApparel.com,US,,Bigcommerce,868
NineLineApparel.com,US,,Bigcommerce,868
NorthernTool.com,US,,,415
NorthShoreCare.com,US,,,536
NorthernTool.com,US,,,415
NorthernMarineElectronics.com,US,,Bigcommerce,679
NorthernTool.com,US,,,415
Nuts.com,US,,,289
OfficeSupply.com,US,,,361
OfficeDepot.com,US,,,865
Nutrisystem.com,US,,,639
Oka-B.com,US,,Magento,4367
SunglassWarehouse.com,US,,,1213
getolympus.com,US,,Magento,931
getolympus.com,US,,Magento,931
OmahaSteaks.com,US,,,1547
getolympus.com,US,,Magento,931
TheInsoleStore.com,US,,Magento,1721
TheInsoleStore.com,US,,Magento,1721
OnlineSports.com,US,,Magento,634
OnlineStores.com,US,,Magento,600
Oneida.com,US,,Magento,767
Oompa.com,CA,,Shopify,94
MyWhiteboards.com,US,,Yahoo! Ecommerce,187
OpticsPlanet.com,US,,,1175
ShopAEMC.com,US,,,1258
OrangeOnions.com,US,,Magento,1744
OrientalTrading.com,US,,,704
OrientalTrading.com,US,,,704
OrientalTrading.com,US,,,704
OReillyAuto.com,US,,,895
OReillyAuto.com,US,,,895
OutdoorSpeakerDepot.com,US,,Yahoo! Ecommerce,378
OutdoorSpeakerDepot.com,US,,Yahoo! Ecommerce,378
OutdoorSpeakerDepot.com,US,,Yahoo! Ecommerce,378
OutdoorSpeakerDepot.com,US,,Yahoo! Ecommerce,378
OrthoticShop.com,US,,,739
OutletPC.com,US,,Yahoo! Ecommerce,513
OvernightPrints.com,US,,,893
overstockArt.com,US,,OpenCart,546
overstockArt.com,US,,OpenCart,546
overstockArt.com,US,,OpenCart,546
Shop.Panasonic.com,US,,,519
PacSun.com,US,,Demandware,514
PalmBeachJewelry.com,US,,,695
PalmettoStateArmory.com,US,,Magento,1041
PalmBeachJewelry.com,US,,,695
Paper-Source.com,US,,,201
PaperLanternStore.com,US,,Yahoo! Ecommerce,336
PaperMart.com,US,,,759
PaperMart.com,US,,,759
PaperMart.com,US,,,759
PartyCity.com,US,,,347
PartyCity.com,US,,,347
PartyCity.com,US,,,347
PartyCity.com,US,,,347
PartyCity.com,US,,,347
PCConnection.com,US,,,151
Payless.com,US,,,734
PaylessRugs.com,US,,,832
PaylessRugs.com,US,,,832
Payless.com,US,,,734
pcRUSH.com,US,,,350
Peapod.com,US,,,692
PegasusAutoRacing.com,US,,,1015
Peepers.com,CA,,Shopify,67
PegasusLighting.com,US,,,1571
PensNMore.com,CA,,Shopify,73
PensXpress.com,CA,,Shopify,77
PerformanceBike.com,US,,,535
PepBoys.com,US,,,1141
PepBoys.com,US,,,1141
PersonalizationMall.com,US,,,251
PersonalizationMall.com,US,,,251
PeruvianConnection.com,US,,,1013
PeruvianConnection.com,US,,,1013
petsuppliesdelivered.com,US,,,415
1800PetMeds.com,US,,Oracle Commerce,231
1800PetMeds.com,US,,Oracle Commerce,231
Pharmaca.com,US,,,462
PetFlow.com,US,,,283
PetFlow.com,US,,,283
Pier1.com,US,,,476
Shop.Philips.com,US,,,1060
Pier1.com,US,,,476
Shop.Philips.com,US,,,1060
Shop.Philips.com,US,,,1060
Pillows.com,US,,Yahoo! Ecommerce,280
PinkLily.com,US,,Bigcommerce,800
PinkLily.com,US,,Bigcommerce,800
PishPoshBaby.com,US,,Yahoo! Ecommerce,300
ShopPlanetBlue.com,US,,Magento,1585
Polywood-Furniture.com,US,,Magento,1662
Polywood-Furniture.com,US,,Magento,1662
Plushbeds.com,US,,,487
Poppin.com,US,,,395
Poppin.com,US,,,395
PotpourriGift.com,US,,,547
AirCompressorsDirect.com,US,,,246
PoshMommyJewelry.com,US,,Magento,1060
Powells.com,US,,,2396
PositivePromotions.com,US,,,699
PrintingForLess.com,US,,,448
ProjectRepat.com,CA,,,83
ProLighting.com,US,,,951
ProLighting.com,US,,,951
ProLighting.com,US,,,951
PromGirl.com,US,,,208
PureFormulas.com,US,,,759
PropertyRoom.com,US,,,1180
PropertyRoom.com,US,,,1180
PropertyRoom.com,US,,,1180
QualityHomeSystems.com,US,,,266
OnPurple.com,US,,,352
OnPurple.com,US,,,352
PureModern.com,CA,,Shopify,69
Blucoil.com,US,,Magento,1210
QVC.com,US,,,269
RadioShack.com,CA,,Shopify,70
Quiksilver.com,US,,Demandware,1225
FootPetals.com,US,,Demandware,889
FootPetals.com,US,,Demandware,889
RangerUp.com,US,,,760
Rawlings.com,US,,Demandware,671
RangerUp.com,US,,,760
RalphLauren.com,US,,,560
RalphLauren.com,US,,,560
ColemanFurniture.com,US,,,451
ColemanFurniture.com,US,,,451
ColemanFurniture.com,US,,,451
ColemanFurniture.com,US,,,451
ColemanFurniture.com,US,,,451
Replacements.com,US,,,181
ReStockIt.com,US,,,475
RentTheRunway.com,US,,,578
RepairClinic.com,US,,,650
RentTheRunway.com,US,,,578
Rhone.com,CA,,,88
Rhone.com,CA,,,88
Rhone.com,CA,,,88
Rhone.com,CA,,,88
Rhone.com,CA,,,88
RockAuto.com,US,,,658
RockCreek.com,US,,,141
riverisland.com,US,,,4
RockBottomGolf.com,US,,,2
RockCreek.com,US,,,141
RoomsToGo.com,,,,18
RocketsOfAwesome.com,,,,13
rosegal.com,,,,12
Roots.com,,,,6
Ross-Simons.com,,,,6
RoyceLeatherGifts.com,,,,3
rue21.com,,,,8
RoughCountry.com,,,,3
RueLaLa.com,,,,3
RoyalDiscount.com,,,,3
RushOrderTees.com,,,,3
RugStudio.com,,,,2
RugsUSA.com,,,,2
Rugs-Direct.com,,,,451
ScreenPrinting.com,,,,284
<!DOCTYPE html><html><head><title></title><link rel="stylesheet" href="/stylesheets/style.css"></head><body><h1>Invalid TLD</h1><h2></h2><pre>Error: Invalid TLD
    at parse_host (/Users/cchoukalos/Sites/node_scrapper/node_modules/tld-extract/index.js:43:11)
    at parse_url (/Users/cchoukalos/Sites/node_scrapper/node_modules/tld-extract/index.js:23:10)
    at url_detect (/Users/cchoukalos/Sites/node_scrapper/lib/detect.js:56:14)
    at Object.batch_url [as BatchUrl] (/Users/cchoukalos/Sites/node_scrapper/lib/detect.js:188:3)
    at /Users/cchoukalos/Sites/node_scrapper/routes/detect.js:35:13
    at Layer.handle [as handle_request] (/Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/layer.js:95:5)
    at next (/Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/route.js:131:13)
    at Route.dispatch (/Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/route.js:112:3)
    at Layer.handle [as handle_request] (/Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/layer.js:95:5)
    at /Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/index.js:277:22</pre></body></html>
WowAutoParts.com,,,,
SaatvaMattress.com,,,,
Sailrite.com,,,,
"""TheSak.com",,,,
SallyBeauty.com,,,,
ScanMyPhotos.com,US,,,611
ScanMyPhotos.com,US,,,611
ScanMyPhotos.com,US,,,611
ScanMyPhotos.com,US,,,611
Scentiments.com,US,,,1506
Scholastic.com,US,,,2263
ScotteVest.com,US,,,1472
ScotteVest.com,US,,,1472
ScotteVest.com,US,,,1472
ScotteVest.com,US,,,1472
SleepNumber.com,US,,,633
SeattleCoffeeGear.com,US,,Magento,488
SearsOutlet.com,US,,,350
Sears.com,US,,,286
Sears.com,US,,,286
800Razors.com,US,,WooCommerce,398
SheetMusicPlus.com,CA,,Oracle Commerce,208
800Razors.com,US,,WooCommerce,398
800Razors.com,US,,WooCommerce,398
SFPlanet.com,US,,Magento,1101
Shinesty.com,CA,,,165
Shinesty.com,CA,,,165
Shinesty.com,CA,,,165
Shinesty.com,CA,,,165
Shinesty.com,CA,,,165
shoecarnival.com,US,,,303
ShoesofPrey.com,US,,,1056
shoebuy.com,US,,,1842
shoecarnival.com,US,,,303
shoecarnival.com,US,,,303
Shop4tech.com,US,,,400
ShoeZoo.com,US,,Magento,310
ShopPBS.org,US,,,523
ShopJimmy.com,US,,Magento,353
ShopPBS.org,US,,,523
Shoplet.com,US,,,75
Shopko.com,US,,,830
Shopko.com,US,,,830
Shopko.com,US,,,830
Shopko.com,US,,,830
SignatureHardware.com,US,,Magento,161
Kay.com,US,,,326
Kay.com,US,,,326
SignatureHardware.com,US,,Magento,161
MilesKimball.com,US,,,486
SivanaSpirit.com,CA,,,80
SivanaSpirit.com,CA,,,80
SivanaSpirit.com,CA,,,80
SivanaSpirit.com,CA,,,80
SivanaSpirit.com,CA,,,80
FRSafety.com,US,,,1230
SkinCareRX.com,GB,,,1574
SkinCareRX.com,GB,,,1574
SkinCareRX.com,GB,,,1574
SkinCareRX.com,GB,,,1574
Sneakerhead.com,US,,Magento,161
SmokingPipes.com,US,,,574
SmartSign.com,US,,,781
SmartPakEquine.com,US,,,410
Smarthome.com,US,,Magento,241
SOLGirl.com,US,,Magento,1298
Softmart.com,US,,,317
SOLGirl.com,US,,Magento,1298
SoleSociety.com,US,,Magento,651
SoleSociety.com,US,,Magento,651
SouthMoonUnder.com,US,,Demandware,1173
HaleGroves.com,US,,,692
Spanx.com,US,,Magento,787
PutMeInTheStory.com,US,,,296
SouthMoonUnder.com,US,,Demandware,1173

SparkFun.com,,,,
SpeedoUSA.com,,,,
SpencersOnline.com,,,,
SwimOutlet.com,,,,
SportBikeTrackGear.com,,,,
Sportique.com,CA,,,79
Sportique.com,CA,,,79
Sportique.com,CA,,,79
Sportique.com,CA,,,79
Sportique.com,CA,,,79
Staples.com,US,,,464
Staples.com,US,,,464
Staples.com,US,,,464
Staples.com,US,,,464
Staples.com,US,,,464
SteveMadden.com,US,,,1171
SteveMadden.com,US,,,1171
SteveMadden.com,US,,,1171
SteveMadden.com,US,,,1171
SteveMadden.com,US,,,1171
StilaCosmetics.com,US,,,359
StilaCosmetics.com,US,,,359
UnoAllaVolta.com,US,,,608
StilaCosmetics.com,US,,,359
StitchFix.com,US,,,546
StrongerRx.com,CA,,Shopify,82
StreetModa.com,CA,,Shopify,66
SturbridgeYankee.com,US,,Magento,625
StuartWeitzman.com,US,,,394
PimsleurApproach.com,US,,,619
SummitRacing.com,US,,,270
SummitRacing.com,US,,,270
SummitRacing.com,US,,,270
SummitRacing.com,US,,,270
SkyGeek.com,US,,,375
SustainableSupply.com,US,,,165
SolidSurface.com,US,,,463
SurLaTable.com,US,,,633
SolidSurface.com,US,,,463
SurLaTable.com,US,,,633
Sweetwater.com,US,,,392
Sweetwater.com,US,,,392
Sweetwater.com,US,,,392
Sweetwater.com,US,,,392
Sweetwater.com,US,,,392
TarteCosmetics.com,US,,,278
Target.com,US,,,298
Tanga.com,US,,,512
Dog.com,US,,,287
Dog.com,US,,,287
TeaCollection.com,US,,,676
TeaCollection.com,US,,,676
TeaCollection.com,US,,,676
TeaCollection.com,US,,,676
TeaCollection.com,US,,,676
TenThousandVillages.com,US,,,115
BonTon.com,US,,,553
BonTon.com,US,,,553
BonTon.com,US,,,553
BonTon.com,US,,,553
<!DOCTYPE html><html><head><title></title><link rel="stylesheet" href="/stylesheets/style.css"></head><body><h1>Invalid TLD</h1><h2></h2><pre>Error: Invalid TLD
    at parse_host (/Users/cchoukalos/Sites/node_scrapper/node_modules/tld-extract/index.js:43:11)
    at parse_url (/Users/cchoukalos/Sites/node_scrapper/node_modules/tld-extract/index.js:23:10)
    at url_detect (/Users/cchoukalos/Sites/node_scrapper/lib/detect.js:56:14)
    at Object.batch_url [as BatchUrl] (/Users/cchoukalos/Sites/node_scrapper/lib/detect.js:188:3)
    at /Users/cchoukalos/Sites/node_scrapper/routes/detect.js:35:13
    at Layer.handle [as handle_request] (/Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/layer.js:95:5)
    at next (/Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/route.js:131:13)
    at Route.dispatch (/Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/route.js:112:3)
    at Layer.handle [as handle_request] (/Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/layer.js:95:5)
    at /Users/cchoukalos/Sites/node_scrapper/node_modules/express/lib/router/index.js:277:22</pre></body></html>
,,,,
Buckle.com,,,,
TheCandylandStore.com,,,,
ChildrensPlace.com,,,,
TheClymb.com,,,,
Coleman.com,US,,,1103
Coleman.com,US,,,1103
Coleman.com,US,,,1103
Store.Discovery.com,US,,,400
Store.Discovery.com,US,,,400
HomeDepot.com,US,,,678
HomeDepot.com,US,,,678
HomeDepot.com,US,,,678
HomeDepot.com,US,,,678
HomeDepot.com,US,,,678
Kroger.com,US,,,390
Lakeside.com,US,,Oracle Commerce,667
Lakeside.com,US,,Oracle Commerce,667
Honest.com,US,,,425
Honest.com,US,,,425
TheLimited.com,US,,,142
NYTimes.com/store,,,,550
NYTimes.com/store,,,,550
MensWearhouse.com,US,,,409
MensWearhouse.com,US,,,409
RedDressBoutique.com,US,,,1731
ThePerfumeSpot.com,US,,Yahoo! Ecommerce,2398
TheShoppingChannel.com,CA,,,1243
TheShoppingChannel.com,CA,,,1243
TheRealReal.com,US,,,169
VitaminShoppe.com,US,,,248
VitaminShoppe.com,US,,,248
VitaminShoppe.com,US,,,248
VitaminShoppe.com,US,,,248
Talbots.com,US,,,277
ThingsRemembered.com,US,,,329
ThingsRemembered.com,US,,,329
ThingsRemembered.com,US,,,329
ThingsRemembered.com,US,,,329
Shethinx.com,CA,,,95
Tiffany.com,US,,,332
ThriveMarket.com,US,,Magento,313
TicketPrinting.com,US,,,1211
ThriveMarket.com,US,,Magento,313
TigerFitness.com,US,,,1991
TipsyElves.com,US,,,533
TipsyElves.com,US,,,533
TipsyElves.com,US,,,533
TipsyElves.com,US,,,533
TipsyElves.com,US,,,533
Toms.com,US,,,251
Toms.com,US,,,251
Toms.com,US,,,251
Tonzof.com,US,,,320
SierraTradingPost.com,US,,,668
topshop.com,US,,,683
topshop.com,US,,,683
Toolup.com,US,,,239
Toolup.com,US,,,239
Toolup.com,US,,,239
ToysRUs.com,US,,,550
ToysRUs.com,US,,,550
ToysRUs.com,US,,,550
ToysRUs.com,US,,,550
ToysRUs.com,US,,,550
TractorSupply.com,US,,,392
TractorSupply.com,US,,,392
TractorSupply.com,US,,,392
FYE.com,US,,,1274
TractorSupply.com,US,,,392
CatholicCompany.com,US,,,485
TrueReligion.com,US,,,1097
TrueReligion.com,US,,,1097
TrueReligion.com,US,,,1097
TrollandToad.com,US,,,1005
Tumi.com,US,,,1201
Tumi.com,US,,,1201
Tumi.com,US,,,1201
Tumi.com,US,,,1201
Tumi.com,US,,,1201
uline.com,US,,,347
USPatriotTactical.com,US,,Bigcommerce,617
USPatriotTactical.com,US,,Bigcommerce,617
USPatriotTactical.com,US,,Bigcommerce,617
USPatriotTactical.com,US,,Bigcommerce,617
ULTA.com,US,,,325
ULTA.com,US,,,325
UnbeatableSale.com,US,,Yahoo! Ecommerce,238
ULTA.com,US,,,325
UnderArmour.com,US,,,1071
Uniqlo.com,JP,,,774
USMint.gov,US,,,368
Uniqlo.com,JP,,,774
UniversalCompanies.com,US,,,459
Uniqlo.com,JP,,,774
USMarkerboard.com,US,,,367
Untuckit.com,CA,,,75
Untuckit.com,CA,,,75
Untuckit.com,CA,,,75
Untuckit.com,CA,,,75
USSoccerStore.com,US,,,280
USSoccerStore.com,US,,,280
USSoccerStore.com,US,,,280
USSoccerStore.com,US,,,280
USSoccerStore.com,US,,,280
ValuePetSupplies.com,US,,,1153
venus.com,US,,,514
VeraBradley.com,US,,Oracle Commerce,1405
VeraBradley.com,US,,Oracle Commerce,1405
VeraBradley.com,US,,Oracle Commerce,1405
VermontTeddyBear.com,US,,,1757
TheNorthFace.com,US,,,320
TheNorthFace.com,US,,,320
VermontTeddyBear.com,US,,,1757
VermontTeddyBear.com,US,,,1757
Vince.com,US,,Demandware,581
Vince.com,US,,Demandware,581
Vince.com,US,,Demandware,581
VictoryStore.com,US,,Magento,102
Vince.com,US,,Demandware,581
ViveHealth.com,CA,,,80
ViveHealth.com,CA,,,80
ViveHealth.com,CA,,,80
ViveHealth.com,CA,,,80
ViveHealth.com,CA,,,80
Walgreens.com,US,,,397
HardwareStore.com,US,,,278
HardwareStore.com,US,,,278
HardwareStore.com,US,,,278
Grainger.com,US,,,308
Wayfair.com,US,,,615
Tamperseal.com,US,,,477
weber.com,US,,,699
WarbyParker.com,US,,,436
Wayfair.com,US,,,615
BudgetMailboxes.com,US,,Yahoo! Ecommerce,308
WebUndies.com,US,,,276
WebUndies.com,US,,,276
WebUndies.com,US,,,276
WebUndies.com,US,,,276
Ties.com,US,,,381
WestMarine.com,US,,,480
WholesaleMarine.com,US,,Bigcommerce,1199
WholesaleMarine.com,US,,Bigcommerce,1199
Whiteflash.com,US,,,1829
WineLibrary.com,US,,,270
WineLibrary.com,US,,,270
Williams-Sonoma.com,US,,,174
WineChateau.com,US,,,668
Williams-Sonoma.com,US,,,174
Wine.com,GB,,,519
Wine.com,GB,,,519
Wine.com,GB,,,519
wolverine.com,US,,,683
Wine.com,GB,,,519
worldmarket.com,US,,,1004
worldmarket.com,US,,,1004
worldmarket.com,US,,,1004
worldmarket.com,US,,,1004
worldmarket.com,US,,,1004
Yandy.com,US,,,353
WWSport.com,US,,,599
Yarn.com,US,,,575
Yarn.com,US,,,575
Yarn.com,US,,,575
Zabars.com,US,,Demandware,955
Net-a-Porter.com,IE,,,788
YoogisCloset.com,US,,Magento,1572
YoogisCloset.com,US,,Magento,1572
4ElectronicWarehouse.com,US,,,740
zara.com,US,,,480
MySpiceSage.com,US,,Magento,822
Ziamond.com,US,,Yahoo! Ecommerce,245
MySpiceSage.com,US,,Magento,822
Ziamond.com,US,,Yahoo! Ecommerce,245
Zumiez.com,US,,Magento,537
Shop.ZZPerformance.com,US,,Magento,542
